Name,Location,URL,datetime,lon,lat,genre,pay,about,pornpoints,pornpercent,pornlevel
Private collector needs Female Models,pullman,http://spokane.craigslist.org/tlg/5843516644.html,2016-10-24T05:13:40-0700,47.6665,-117.4365,talent,upto 100.00 per hour of shooting time,I am a amateur photographer in need of some models. You must be over 18 from there beauty is ageless. You will be paid at time of the shoot. Want to have fun and make some extra cash? You must be totally comfortable with your body and nudity. Thank and hope to hear from you. Please include and couple pictures and your comfort level while working? I really just would like a new idea? Something inspiring? I mean everything else has been done. What can you and I do that's new?    ,5,0.00963391136802,1
Private collector needs Female Models,spokane,http://spokane.craigslist.org/tlg/5843516644.html,2016-10-24T05:13:40-0700,47.6665,-117.4365,talent,upto 100.00 per hour of shooting time,I am a amateur photographer in need of some models. You must be over 18 from there beauty is ageless. You will be paid at time of the shoot. Want to have fun and make some extra cash? You must be totally comfortable with your body and nudity. Thank and hope to hear from you. Please include and couple pictures and your comfort level while working? I really just would like a new idea? Something inspiring? I mean everything else has been done. What can you and I do that's new?    ,5,0.00963391136802,1
Online workers,spokane,http://spokane.craigslist.org/lbg/5851350258.html,2016-10-28T19:54:59-0700,47.6665,-117.4365,labor,Weekly,http://seattle.craigslist.org/oly/lbg/5851162157.html    ,0,0.0,0
Winter Snow Sports gig.,spokane,http://spokane.craigslist.org/evg/5850561067.html,2016-10-28T10:36:45-0700,47.6665,-117.4365,event,50% commission,Basket Buds Sales Gig.   www.basketbud.com      Hello       Thank you for viewing our posting. I'll keep this short and to the point. We are a brand new winter sports company debuting this winter and we need your help getting the word out. This is a commission based gig and if you choose to partake you earn 50% of what you sell!       We sell custom ski pole baskets that fit all ski poles. Our flagship model is the marijuana leaf shaped ski basket. We do have a variety of shapes and sizes coming soon but the green and purple leafs are whats currently available.       Still interested? Find out more about the company online www.basketbud.com      The gig: we do not have the resources to hire sales persons at this time so we are offering this great promotion... we offer a 50% cash commission on every pair of baskets that you sell. Our baskets are priced between $9.99 and $19.99. That's about 5-10 bucks a pair. In your pocket.       We are looking for cool people who live in ski towns or have connections to the ski culture.       We are the first company to do this and the feedback we are getting is tremendous! This could be a great way to get your foot in the door with us at our ground level.       Still interested? Shoot us an email and well schedule a Skype chat to see if were a match.       Cheers!      The Basket Buds Team   www.basketbud.com    ,0,0.0,0
TV Show looking for team of Cabin Contractors,spokane,http://spokane.craigslist.org/lbg/5850495170.html,2016-10-28T10:03:33-0700,47.6665,-117.4365,labor,Variable,"Do you have a family business or tight-knit team that specializes in renovating or building lake-houses and cabins?      Our production company Dorsey Pictures does shows for HGTV DiY Network and Outdoor Channel and we are casting for a team of ""Cabin Masters"" to be featured in a new series about cabins in Spokane/Coeur d'lene area.      If interested please send us a short bio about your team and pictures & we will contact you about next steps!   ",0,0.0,0
Cute ladies with toned builds,spokane,http://spokane.craigslist.org/tlg/5849657705.html,2016-10-27T17:39:42-0700,47.6665,-117.4365,talent,$4,500,0,0.0,0
confident females reply now with photos,spokane,http://spokane.craigslist.org/tlg/5849409613.html,2016-10-27T14:30:19-0700,47.6665,-117.4365,talent,1500,confident females reply now with photos      must be in great shape good looking and out going      $1500 per shoot all cash pay same day      reply now to be considered      must be eighteen to twenty one years old      ,0,0.0,0
adult short video,spokane,http://spokane.craigslist.org/tlg/5848681424.html,2016-10-27T07:49:50-0700,47.672786,-117.405224,talent,tbd,BBW wanted for 10 - 15 minute soft adult video. compensation to be determined - reply with pict    ,5,0.0431034482759,1
PT SECRET SHOPPERS POSITION,kpr,http://kpr.craigslist.org/lbg/5846651691.html,2016-10-25T21:12:11-0700,47.674,-122.1215,labor,Negotiable mode of payment that is acceptable by you,Second To None Shopper Inc is looking for dedicated and hardworking individuals who has a job but isn't making enough and would just like a little extra fund income by working either as a PT/FT. Candidate must be at least 18yrs. Text    show contact info   for more details.   ,0,0.0,0
Ladies 18-36 Wanted for Modeling Gig,olympic,http://seattle.craigslist.org/see/tlg/5852384335.html,2016-10-29T13:40:58-0700,47.674288,-122.306499,talent,$250+,Model needed for mixed lingerie/nude shoot.  Please send measurements availability and sample photos.    ,5,0.0354609929078,1
Ladies 18-36 Wanted for Modeling Gig,seattle,http://seattle.craigslist.org/see/tlg/5852384335.html,2016-10-29T13:40:58-0700,47.674288,-122.306499,talent,$250+,Model needed for mixed lingerie/nude shoot.  Please send measurements availability and sample photos.    ,5,0.0354609929078,1
Programmer wanted,seattle,http://seattle.craigslist.org/see/cpg/5852438754.html,2016-10-29T14:18:54-0700,47.6786,-122.1894,computer,Unknown,Hello      We are a small startup in the Seattle/Bellevue area looking for a programmer.  We have a website already but our programmer is too busy to handle the updates.  We are hoping for someone that can commit a max of 20 hours a month for little pay or just experience.  We are also hoping for someone that lives in the Greater Seattle area.  If you are interested please send your resume and background.        Thank you!    ,0,0.0,0
Labor Framing Drywall,seattle,http://seattle.craigslist.org/est/lbg/5852174601.html,2016-10-29T11:30:16-0700,47.6786,-122.1894,labor,DOE,Laborer for basement remodel from water damage  skills needed framing  and drywall experience. Also need electrical and pluming experience for bathroom and kitchen addition. send resume or references. Pay $17 per hour DOE    ,0,0.0,0
Anyone with a tow truck,spokane,http://spokane.craigslist.org/lbg/5849185171.html,2016-10-27T12:17:13-0700,47.690931,-117.374918,labor,Lemme know,I need this old conquest moved up and into the alley accross the strreet then backed into mine. Something wont get it turned over and i dont have funds to repair it  . Its like a 20 foot tow please. I am a single broke mom begging for kindness and cheap rates.    ,0,0.0,0
Fitness instructor,moseslake,http://spokane.craigslist.org/tlg/5807620753.html,2016-10-01T03:59:43-0700,47.6928,-116.785,talent,Hourly plus commision,Seeking someone to teach barre classes at my studio.    Must have previous group fitness experience.    Willing to work part-time evenings and mornings.   Www.barreucda.com    ,0,0.0,0
Fitness instructor,spokane,http://spokane.craigslist.org/tlg/5807620753.html,2016-10-01T03:59:43-0700,47.6928,-116.785,talent,Hourly plus commision,Seeking someone to teach barre classes at my studio.    Must have previous group fitness experience.    Willing to work part-time evenings and mornings.   Www.barreucda.com    ,0,0.0,0
Looking for Snake Charmers and body contortionists,spokane,http://spokane.craigslist.org/tlg/5847940808.html,2016-10-26T15:49:14-0700,47.6928,-116.785,talent,work for tips or charge clients directly,And Tattoo Artists face painting etc...   We are looking for folks to perform at a Mardi Gras party Feb 18th 2017 in CDA.  We are a non-profit so we have no $ to pay but you are more than welcome to have a tip jar or charge clients for your services (tattoo artists).   Limited space available only about 4 spots for street performers.  No music.    ,0,0.0,0
Licensed Roofers Needed,lewiston,http://lewiston.craigslist.org/lbg/5815453232.html,2016-10-06T05:09:40-0700,47.6964,-117.4399,labor,$75 per square,We have at minimum of 50+ roofing jobs that we want done by the end of the year. Contact me via email asap if you know of someone or have a crew to help us finish the many roofs we have left to do this year.       What's required to be a Sub-Contractor for us in Washington:   1. Registered with Washington Labor & Industry   2. Carry Work-Comp and Liability Insurance   3. Provide us with W9   4. Willing & Able to follow all OSHA Regulations         **We are offering $75/square for tear-off and replace (additional for extra layers steep charges etc). . ... We also pay all dump fees and $100/roof for the use of their dump trailer**      Email me asap with phone number and I will contact you ASAP we are a national company with big pockets.    ,0,0.0,0
NEED MIDDLE AGED PEOPLE FOR HOT TV PILOT,spokane,http://spokane.craigslist.org/tlg/5849978503.html,2016-10-28T03:33:01-0700,47.6977,-117.3746,talent,Tbd,Need Middle Aged People For Hot Tv Pilot   Production Starting Soon Will Need Multicultural Background Actors. Scenes Will Be Of City Life. All Ages Reality Shows And Genders Please Inquire. You Need A Flexible Schedule And Sometimes Weekends.   ,0,0.0,0
